"Qualification","Quali"
"BDS",3
"BDS, MDS - Conservative Dentistry & Endodontics",4
"BAMS",3
"MBBS",3
"BDS",3
"MBBS, DDVL",3
"MBBS",3
"MBBS, Diploma in Preventive & Promotive Healthcare, MS - Counselling & Psychotherapy, MD - Alternate Medicine, Integrated Clinical Hypnotherapy",4
"BAMS",3
"BDS, MDS - Periodontology and Oral Implantology, Master of Oral Laser Applications",4
"MBBS, MD - Medicine",4
"MBBS",3
"BDS",3
"BHMS, MD - Homeopathy",4
"MDS - Oral & Maxillofacial Surgery",4
"BAMS, MS - Ayurveda, MSc - Psychology",4
"MBBS, Fellowship of College of General Practice (FCGP), Post Graduate Diploma in Family Medicine (PGDFM)",4
"BDS",3
"MD - Ayurvedic Pharmacology, BAMS",4
"MBBS",3
"BDS",3
"MBBS, MD - Dermatology , Venereology & Leprosy",4
"MBBS, DVD",3
"BAMS",3
"Get inspired by remarkable stories of people like you",0
"BDS",3
"MBBS",3
"MD - General Medicine, MBBS",4
"MBBS",3
"MBBS, MD - Dermatology",4
"MDS - Prosthodontics, BDS, MDS - Prosthodontist And Crown Bridge",4
"MBBS, Diploma in Otorhinolaryngology (DLO), DNB - ENT",3
"BDS",3
"MBBS, MD - Dermatology, FRCP",4
"MBBS, Diploma in Otorhinolaryngology (DLO)",3
"BAMS",3
"BAMS, MD - Ayurveda Medicine",4
"MBBS",3
"BDS, Certificate Endodontics & Pedodontics",3
"BAMS",3
"BHMS",3
"MBBS, MS - ENT",4
"MBBS, Diploma in Otorhinolaryngology (DLO)",3
"BDS",3
"BDS, MDS - Conservative Dentistry & Endodontics, Certified Inman Aligner",4
"BDS",3
"MBBS, MD - General Medicine",4
"BDS, Fellowship in Oral implantlogy",3
"MBBS, Diploma in Dermatology",3
"BDS, MDS",4
"BHMS",3
"MBBS, Diploma in Otorhinolaryngology (DLO), DNB",3
"BDS",3
"39 years experience",0
"BHMS, Diploma In Naturopathy (ND)",3
"MBBS, DDV",3
"MBBS, DNB - Paediatrics",4
"BDS, MDS - Orthodontics",4
"BHMS, MD - Homeopathy",4
"BHMS",3
"BDS",3
"BHMS",3
"BDS, Certification in Full Mouth Rehabilitation, Cert. (Prosthodontics), Certificate in Cosmetic Dentistry, Certification in Aesthetic Dentistry",3
"MBBS, MD - Dermatology , Venereology & Leprosy",4
"BHMS",3
"BDS, MDS - Orthodontics",4
"MD - Ayurvedic Obstetrics and Gynecology, BAMS",4
"MDS, BDS",4
"MD - Dermatology, DDV, Diploma in Hospital Administration",4
"BHMS",3
"MBBS, MS - General Surgery, MCh - Urology, DNB - Urology/Genito - Urinary Surgery",4
"BHMS, Post Graduate Diploma in Emergency Services (PGDEMS)",4
"MBBS, FRCP - Endocrinology, MRCP (UK)",4
"BHMS",3
"MBBS, DNB - Family Medicine",3
"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",4
"MBBS, MS - ENT",4
"MBBS, MS - ENT, DNB - ENT",4
"BHMS",3
"MBBS, MS - ENT",4
"LCEH",0
"BAMS",3
"BAMS, MD - Ayurveda Medicine",4
"MBBS, Diploma in Otorhinolaryngology (DLO)",3
"BHMS",3
"BAMS",3
"BHMS, MD - Homeopathy, Nutrition Certification",4
"MBBS, MD - General Medicine",4
"MBBS",3
"MBBS, MD - General Medicine",4
"Doctor of Homeopathic Medicine (HMD)",4
"BHMS",3
"BDS, Diploma in Implant Dentistry",3
"MBBS, MD - General Medicine",4
"Diploma in Child Health (DCH), MBBS",3
"BHMS",3
"BHMS",3
"MBBS, MD - General Medicine",4
"MD - Dermatology , Venereology & Leprosy, FRGUHS, Fellowship in Cosmetology, MBBS",4
"MBBS, MD - Community Medicine",4
"MBBS, Diploma in Family Medicine (DFM)",3
"MBBS, DDV",3
"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",4
"Diploma in Otorhinolaryngology (DLO), MBBS, MRCS (UK)",4
"MBBS, MD - Dermatology , Venereology & Leprosy",4
"BHMS",3
"MBBS, MD - Dermatology",4
"BDS, Certificate in Dental Implants",3
"BDS, MDS - Pedodontics",4
"BAMS",3
"MBBS",3
"MBBS, MS - ENT",4
"BHMS, P.G.Hom.(London), fellowship in medical cosmetology,germany",4
"BHMS, MD - Homeopathy",4
"MBBS, MD - General Medicine",4
"MBBS, MD - Medicine",4
"MBBS",3
"MD - Ayurveda Medicine",4
"BDS",3
"MDS - Paedodontics And Preventive Dentistry, BDS",4
"DNB - Dermatology & Venereology, Fellowship in Cosmetology, DVD, MBBS",3
"MBBS",3
"MBBS",3
"BAMS",3
"BHMS",3
"BHMS",3
"MD - Ayurveda Medicine",4
"BDS",3
"BDS, Certification in Aesthetic Dentistry, Certified Advance Course In Endodontics, Fellowship in Oral implantlogy",3
"Diplomate of National Board Exam, Diploma in Otorhinolaryngology (DLO)",1
"BDS, MDS - Periodontics, Diploma in Implanthology",4
"BDS",3
"MBBS, MD - Dermatology",4
"BDS, MDS - Paedodontics And Preventive Dentistry",4
"MBBS, MD - Dermatology",4
"BDS, MDS",4
"MBBS, Diploma in Dermatology",3
"MD - Internal Medicine, MBBS",4
"MDS - Prosthodontics, BDS, Certificate in Dental Implants",4
"BAMS",3
"MBBS, MD - General Medicine",4
"MBBS",3
"MS - ENT, MBBS",4
"MBBS",3
"BAMS",3
"MBBS, MD - Dermatology , Venereology & Leprosy, ECFMG (USA), Fellowship In Dermatosurgery",4
"MDS - Oral & Maxillofacial Surgery",4
"BAMS",3
"MBBS, DDV",3
"MBBS, DNB - General Medicine",3
"BAMS",3
"MBBS, DDVL, Fellowship in Pediatric Dermatology",3
"BAMS, CGO",3
"MD - Homeopathy, BHMS, DHMS (Diploma in Homeopathic Medicine and Surgery), Diploma in Hospital Management, Diploma in Trichology - Cosmetology, Diploma In Skin Aesthetics, Diploma in Weight Loss",4
"MBBS",3
"MBBS, DNB - Otorhinolaryngology",3
"MBBS, MS - ENT, Diploma in Otorhinolaryngology (DLO)",4
"BHMS, MS - Psychology, EducationDiploma in Naturopathy and Yoga, MD - Alternate Medicine",4
"MS - ENT, MBBS",4
"BAMS",3
"MBBS, MS - ENT, Post Graduate Diploma in Diabetology (PGDD)",4
"BHMS",3
"MBBS, MD - General Medicine, P.G Diploma in Diabetes Management",4
"BDS",3
"MBBS, DO, Post Graduate Diploma in Maternity and Child Health (PGDMCH)",4
"BDS, MDS - Prosthodontics",4
"BDS, MDS - Prosthodontist And Crown Bridge",4
"MBBS, MS - ENT",4
"BDS",3
"Diploma in Otorhinolaryngology (DLO), MBBS",3
"MBBS",3
"BDS, MDS - Orthodontics",4
"MBBS, MS - ENT",4
"MBBS, MS - Otorhinolaryngology, DAA - Diploma in Allergy Asthma and Immunology, Fellowship SIB",4
"MBBS, MS - Otorhinolaryngology",4
"BDS, MDS - Conservative Dentistry & Endodontics",4
"BHMS",3
"MBBS, MD - Dermatology , Venereology & Leprosy",4
"MBBS, DNB - Family Medicine, DAA",3
"BHMS",3
"BHMS, MD - Homeopathy",4
"BHMS, DHMS (Diploma in Homeopathic Medicine and Surgery)",3
"MBBS, MD - Dermatology, DNB",4
"MBBS",3
"MBBS, DDVL, MD - Dermatology , Venereology & Leprosy",4
"MD - Dermatology , Venereology & Leprosy, MBBS",4
"MBBS, MS - Otorhinolaryngology",4
"BDS",3
"BDS",3
"MBBS, MD - Dermatology , Venereology & Leprosy",4
"MBBS, DNB - Peripheral Vascular Surgery",4
"BDS, MDS",4
"MBBS, MD - General Medicine",4
"BHMS",3
"BHMS",3
"BDS, MDS - Oral & Maxillofacial Surgery",4
"MD - Dermatology, MBBS",4
"BDS, MDS - Prosthodontics",4
"MBBS",3
"BHMS",3
"BDS, MDS - Conservative Dentistry & Endodontics",4
"MBBS, MS - Otorhinolaryngology, FRACS",4
"MBBS, MD - General Medicine",4
"LCEH",0
"BDS",3
"MBBS, Diploma in Practical Dermatology, Fellowship in Aesthetic Medicine",3
"MBBS, MS - ENT",4
"BAMS",3
"MBBS, MD - Dermatology , Venereology & Leprosy",4
"BAMS",3
"MBBS, MD - Skin & VD, DDV, Fellowship in Dermatological Laser Surgery",4
"DHMS (Diploma in Homeopathic Medicine and Surgery), Member of the Royal Society for the Promotion of Health (UK) (MRSH), Diploma in Aesthetic Medicine",4
"MBBS, MS - Otorhinolaryngology",4
"MBBS, DDV",3
"MBBS, MD - Dermatology , Venereology & Leprosy",4
"BDS, MDS",4
"DDVL, MBBS",3
"BHMS",3
"MS - ENT, MBBS",4
"MBBS, DDV",3
"MBBS, MS - ENT",4
"MD - Dermatology, MBBS",4
"BDS, MCIP, MD - Acupuncture, PGDCFS, PGDFOS, Diploma in Journalism",4
"BAMS",3
"BHMS, MD - Homoeopathic Philosophy",4
"BAMS",3
"MBBS, MD - Dermatology , Venereology & Leprosy",4
"BDS, MDS - Periodontics",4
"MDS - Oral & Maxillofacial Surgery, BDS",4
"BAMS, MD - Acupuncture",4
"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",4
"MBBS, DDV",3
"BHMS, MD - Homeopathy",4
"BDS, MDS - Oral & Maxillofacial Surgery",4
"BDS, MDS - Oral & Maxillofacial Surgery",4
"MBBS, MD - Dermatology , Venereology & Leprosy",4
"BDS, MDS - Oral Medicine and Radiology",4
"BDS, MDS-Oral Pathology and Oral Microbiology",4
"MBBS, MS - ENT",4
"MDS, BDS",4
"MBBS, MD - Dermatology",4
"BDS",3
"MBBS, Diploma in Dermatology, DNB - Dermatology & Venereology",3
"BDS, MDS - Orthodontics and Dentofacial Orthopaedics, Certificate in Cosmetic Dentistry, Fellow of Academy of General Education (FAGE)",4
"BAMS, MS - Counselling and Psychotherapy",4
"BAMS",3
"BHMS, MD - Homeopathy",4
"MBBS, MS - General Surgery, MCh - Oncology, MNAMS - General Surgery",4
"BDS, MDS - Paedodontics And Preventive Dentistry",4
"MBBS",3
"BAMS, MD - Ayurveda Medicine",4
"BHMS",3
"MBBS, MS - ENT",4
"BDS",3
"MBBS, Post Graduate Diploma in Diabetology (PGDD)",4
"BDS, MDS - Paedodontics And Preventive Dentistry",4
"BDS, MDS - Oral & Maxillofacial Surgery",4
"MBBS",3
"MD - Dermatology , Venereology & Leprosy, MBBS",4
"MBBS, MD - Medicine, Diploma in Geriatric Medicine",4
"MBBS, MS - ENT",4
"MBBS, DVD, DNB - Dermatology & Venereology",3
"BAMS",3
"MBBS, MD - Internal Medicine",4
"BDS",3
"BHMS",3
"MD - Dermatology",4
"MBBS, MD - Dermatology , Venereology & Leprosy",4
"MD - General Medicine, MBBS",4
"MBBS",3
"MBBS, MD - Dermatology , Venereology & Leprosy, PG Diploma In Clinical Cosmetology (PGDCC)",4
"MBBS, MD - Dermatology, DDV",4
"BDS, MDS - Periodontology and Oral Implantology",4
"MBBS",3
"MBBS, MS - ENT, M C P S, Diploma in Otorhinolaryngology (DLO)",4
"BHMS",3
"MBBS, MD - General Medicine, Fellowship In Infectious Disease",4
"BDS",3
"BDS",3
"MBBS, MD - Dermatology",4
"BDS, PhD - Orthodontics & Dentofacial Orthopaedics, Certificate of Oral Implantology",5
"BHMS",3
"MBBS, DDV, M Derm",4
"MBBS, Diploma in Otorhinolaryngology (DLO)",3
"MBBS, DDV",3
"BAMS",3
"BDS, MDS - Periodontology and Oral Implantology",4
"MBBS, MS - ENT, DNB - ENT",4
"BDS",3
"BHMS, MD - Homeopathy",4
"MBBS, MD - General Medicine",4
"BDS, MDS",4
"DHMS (Diploma in Homeopathic Medicine and Surgery), FCAH (Fellow ship course in Advance Homoepath)",2
"BDS, MDS - Oral & Maxillofacial Surgery",4
"MD - Ayurveda Medicine, BAMS",4
"MBBS",3
"BHMS",3
"BHMS",3
"MBBS, MD - Pulmonary Medicine",4
"MBBS, Diploma in Child Health (DCH)",3
"BAMS, Certificate in Child Health (CCH)",3
"BDS",3
"Get inspired by remarkable stories of people like you",0
"MD - Ayurveda Medicine, BAMS",4
"MBBS, MS - ENT, Diploma in Otorhinolaryngology (DLO)",4
"BHMS, DHMS (Diploma in Homeopathic Medicine and Surgery)",3
"BHMS",3
"MBBS, DDVL",3
"BHMS, BPTh/BPT, MSc - Psychotherapy And Counselling",4
"MBBS",3
"MBBS, Diploma in Otorhinolaryngology (DLO), MS - Otorhinolaryngology",4
"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",4
"BHMS, PGNAHI, DNHE, CSD",4
"MSc, MD - Alternate Medicine, DHMS (Diploma in Homeopathic Medicine and Surgery)",4
"DHMS (Diploma in Homeopathic Medicine and Surgery), Diploma In Naturopathy (ND)",1
"MBBS",3
"MBBS, MD - Dermatology",4
"MS - ENT, DNB - ENT, MBBS",4
"MBBS, MD - General Medicine",4
"MBBS, DDVL, Fellowship in Pediatric Dermatology",3
"MBBS, PG in Diabetology",4
"BHMS",3
"MBBS, Diploma in Otorhinolaryngology (DLO), DNB - ENT",3
"MBBS, MD - General Medicine",4
"BHMS",3
"BDS, MDS - Oral & Maxillofacial Surgery",4
"BAMS",3
"MBBS, DNB, DDV, FCPS Skin & VD",3
"BAMS, M. D. IN KAYACHIKISTA, PhD- Ayurveda",5
"MBBS, Diploma in Psychiatry",3
"Diploma in Otorhinolaryngology (DLO)",1
"MBBS, DDV",3
"BAMS, Diploma in Panchkarma Chikitsa",3
"BAMS, MD - Ayurveda Medicine",4
"MBBS, MS - ENT, DNB - ENT",4
"BDS, PhD - Orthodontics & Dentofacial Orthopaedics",5
"MBBS, MD - Dermatology, DDV",4
"Fellowship and Diplomate in Implantology from ICOI (USA), BDS",3
"BDS",3
"MS - ENT",4
"MD - Dermatology , Venereology & Leprosy, MBBS",4
"BDS, MDS - Orthodontics",4
"MBBS",3
"BDS",3
"BDS",3
"BDS, MDS - Oral & Maxillofacial Surgery",4
"BHMS",3
"MDS - Periodontics, BDS",4
"DHMS (Diploma in Homeopathic Medicine and Surgery)",1
"BHMS, MD - Homeopathy",4
"MBBS, MS - General Surgery, MCh - Plastic Surgery, Diploma in Dermatology",4
"BDS, MDS - Paedodontics And Preventive Dentistry",4
"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",4
"BDS, MDS - Orthodontics, Fellowship in Cleft Lip & Palate",4
"MBBS, DDVL",3
"BHMS",3
"BDS, MDS - Conservative Dentistry & Endodontics",4
"BAMS",3
"BAMS, MD - Ayurveda Medicine",4
"MBBS, MD - Diabetology",4
"MBBS",3
"BHMS",3
"BDS, MDS - Oral & Maxillofacial Surgery, Certificate of Oral Implantology",4
"MBBS, MS - General Surgery, DNB, Fellowship in Minimal Access Surgery",4
"GCEH, Certificate in Child Health (CCH)",1
"MBBS, DDVL",3
"BHMS",3
"DNB - Otorhinolaryngology, MBBS",3
"BAMS",3
"MBBS",3
"MBBS, MD - Internal Medicine",4
"Post Doctoral Fellowship in Diabetology, MD - General Medicine, MBBS",4
"BDS",3
"MBBS, MD - Dermatology , Venereology & Leprosy",4
"MBBS, MD - Dermatology",4
"BDS",3
"MBBS, MD - Internal Medicine",4
"MBBS, MD - Cardiology, DM - Cardiology",4
"BDS, MDS",4
"BDS, MDS - Conservative Dentistry & Endodontics",4
"BAMS",3
"BHMS",3
"BAMS",3
"Get inspired by remarkable stories of people like you",0
"MDS - Prosthodontist And Crown Bridge, BDS",4
"BAMS",3
"BDS",3
"MD - Homeopathy",4
"MBBS, DVD, Fellowship of College of General Practice (FCGP)",3
"MBBS, MD - Dermatology , Venereology & Leprosy",4
"BAMS, MBA (HCS)",4
"BAMS, MD - Ayurveda Medicine",4
"BDS, MDS - Oral & Maxillofacial Surgery, MFDS RCS, FFDRCSI",4
"BDS, PhD - Orthodontics & Dentofacial Orthopaedics",5
"MBBS, MD - General Medicine",4
"MBBS, MD - Dermatology",4
"MBBS, MD - General Medicine",4
"MDS - Conservative Dentistry & Endodontics",4
"MBBS, DNB - ENT",3
"MBBS, MS - ENT",4
"MBBS",3
"BAMS, Fellowship in Applied Nutrition(FAN)",3
"MDS - Paedodontics And Preventive Dentistry, BDS",4
"BHMS",3
"BHMS",3
"BAMS",3
"BAMS",3
"BDS",3
"MBBS, Diploma in Otorhinolaryngology (DLO), DNB - Otorhinolaryngology",3
"BDS",3
"MBBS, PhD - Clinical Neuroscience (Pediatrics)",5
"MBBS",3
"MD - Medicine, MBBS, Professional Diploma in Clinical Research (PDCR)",4
"BHMS",3
"BAMS",3
"BDS",3
"MD - General Medicine",4
"BHMS",3
"MBBS, MS - Otorhinolaryngology",4
"BDS",3
"MBBS, MD - Dermatology , Venereology & Leprosy",4
"DHMS (Diploma in Homeopathic Medicine and Surgery), MD - Homeopathy",4
"MBBS, MS - ENT",4
"BDS, FICD, FICOI",3
"BAMS",3
"BDS, MDS - Periodontology and Oral Implantology",4
"MD - Dermatology, MBBS",4
"BDS",3
"MD - Physician, Fellowship of College of General Practice (FCGP)",4
"MBBS, DDV",3
"BSAM, BNYS",3
"BHMS",3
"BHMS",3
"MBBS, MD - General Medicine",4
"MBBS, MD - General Medicine",4
"MBBS, MS - ENT",4
"Advanced Certificate Course in Aesthetic Dentistry, BDS, Professional Implantology Training Course (PITC), FAGE- FELLOW, Comprehensive Course in Modern Endodontics",4
"MBBS, MD - Anaesthesiology, Indian Diploma Critical Care Medicine (IDCCM)",4
"BHMS",3
"MBBS, MD - General Medicine",4
"BHMS",3
"MBBS, MS - ENT, DNB",4
"MBBS, MD - Dermatology",4
"BDS, Fellowship in Aesthetic Dentistry (FAD)",3
"MBBS",3
"MBBS",3
"BHMS, MS - Counselling and Psychotherapy",4
"BHMS",3
"MBBS, MS - Otorhinolaryngology",4
"MBBS, DDV",3
"MBBS, MD - Dermatology , Venereology & Leprosy, DNB - Dermatology, Venereology & Leprosy",4
"BDS",3
"MBBS, MS - ENT, DNB - ENT, Fellowship in Rhinology and Endoscopic Skull Base Surgery",4
"MD - Dermatology , Venereology & Leprosy, MBBS",4
"BHMS, MD - Homeopathy",4
"MBBS, MD - Dermatology",4
"BHMS",3
"BDS",3
"BDS",3
"MBBS",3
"MBBS, MD - Cardiology, DM - Cardiology",4
"BAMS",3
"MBBS",3
"BDS, MDS - Conservative Dentistry & Endodontics",4
"MBBS",3
"MBBS, Diploma in Otorhinolaryngology (DLO), DNB - ENT, Fellowship in Otology and Neurotology",3
"BDS, MDS - Periodontics, Fellow of International Congress of Oral Implantologist",4
"MBBS, MD - Dermatology",4
"MBBS, DDV, MD - Dermatology",4
"MBBS, MD - Dermatology, Post MD SR AIIMS",4
"MBBS, MD - Dermatology",4
"MBBS, MS - ENT",4
"BHMS",3
"BHMS",3
"BDS",3
"MBBS",3
"MBBS, MS - Otorhinolaryngology, Fellowship in Head & Neck Oncology Surgery",4
"BDS, Certificate in Dental Implantology, Certificate in Orthodontics",3
"MBBS, DLO, DNB - Otorhinolaryngology",3
"MBBS, Diploma in Child Health (DCH)",3
"MBBS, DDV",3
"DDVL, Fellowship in Aesthetic Medicine, MBBS",3
"MBBS, MD - General Medicine",4
"BAMS, PhD- Ayurveda",5
"BAMS, MS - Counselling and Psychotherapy, DNHE, Bachelor of Chiropractic",4
"MD - Dermatology , Venereology & Leprosy, MBBS",4
"MBBS, Diploma in Otorhinolaryngology (DLO), DNB - Otorhinolaryngology",3
"MBBS, Diploma in Otorhinolaryngology (DLO)",3
"BAMS",3
"MBBS, MS - ENT, DNB - ENT",4
"MBBS, Diploma in Otorhinolaryngology (DLO)",3
"MBBS, MS - ENT",4
"MBBS, DDVL",3
"MD - Homeopathy, BHMS",4
"MD - Dermatology",4
"MD - Dermatology, Diploma in Venereology",4
"BAMS",3
"BHMS, MD - Homeopathy",4
"MBBS, Post Graduate Diploma in Diabetology (PGDD)",4
"BDS, MDS - Orthodontics and Dentofacial Orthopaedics, Certificate in Invisible Braces, Certification in Clear Aligners",4
"MBBS, MS - ENT",4
"BDS, MDS - Oral & Maxillofacial Surgery",4
"MBBS, Diploma in Otorhinolaryngology (DLO), MD - Dermatology , Venereology & Leprosy",4
"BAMS, MD - Alternate Medicine, Diploma In Naturopathy (ND), Certification in “Preventing Chronic Pain: A Human Systems Approach”, Certification in “Vital Signs: Understanding What the Body Is Telling Us”",4
"Diploma in Medical Trichology, B.Sc, BHMS",3
"BAMS",3
"BAMS, MBA - Healthcare Administration",4
"MBBS, Post Graduate Diploma in Maternity and Child Health (PGDMCH)",4
"BDS, MDS - Oral & Maxillofacial Surgery, MRCPsych, Fellowship in Oral implantlogy, Diploma in Medical Cosmetology and Aesthetic Medicine",4
"MD - Medicine, BAMS",4
"Get inspired by remarkable stories of people like you",0
"MS - ENT, MBBS",4
"MBBS",3
"BDS",3
"MBBS, MD - General Medicine",4
"BDS",3
"MBBS, Diploma in Dermatology",3
"BAMS, PG Diploma In Health & Hospital Management, PG DIPLOMA IN MEDICAL TOURISM",4
"MBBS, Fellowship in Diabetology",3
"BDS",3
"BDS",3
"PhD - Orthodontics & Dentofacial Orthopaedics, BDS",5
"BDS, MDS - Prosthodontics",4
"MBBS, MD - Dermatology , Venereology & Leprosy",4
"BAMS, MD - Ayurveda Medicine",4
"BDS, MDS - Conservative Dentistry & Endodontics",4
"MD - Dermatology , Venereology & Leprosy",4
"BDS",3
"MBBS, MD - Dermatology , Venereology & Leprosy, Fellowship In Dermatosurgery, Fellowship in LASERs & Aesthetics",4
"FCPS - Dermatology, Venereology & Leprosy, DVD, DDV, MBBS",3
"BHMS",3
"MBBS, MD - Dermatology",4
"MBBS, MD - General Medicine",4
"BDS",3
"MBBS, MD - General Medicine",4
"MBBS, Diploma in Orthopaedics",3
"MBBS, MS - ENT",4
"MBBS",3
"BDS, MDS - Paedodontics And Preventive Dentistry",4
"MBBS",3
"MBBS, Diploma in Otorhinolaryngology (DLO), MS - ENT",4
"BDS, Diploma in Laser Dentistry",3
"BDS",3
"MD - Dermatology , Venereology & Leprosy, MBBS",4
"MBBS",3
"MD - Physician",4
"MD - Dermatology , Venereology & Leprosy",4
"MBBS",3
"MBBS, MD - General Medicine",4
"MD - Physician, MS - General Surgery",4
"MBBS, MS - General Surgery, DNB - General Surgery, MS - Paediatrics Surgery, DNB - Pediatric Surgery",4
"BHMS, One Year Certificate course in Hospital Management , Certified Course in Yoga",3
"DNB - Dermatology & Venereology, MBBS",3
"MD - Physician",4
"MBBS, MS - ENT",4
"MBBS",3
"BDS, MDS - Oral & Maxillofacial Surgery, FICOI, DICOI",4
"BHMS",3
"BDS",3
"MBBS, Diploma in Otorhinolaryngology (DLO), DNB - ENT",3
"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",4
"MBBS, MD - Dermatology",4
"MBBS, Post Graduate Diploma in Diabetology (PGDD)",4
"MBBS, Diploma in Otorhinolaryngology (DLO), DNB - Otorhinolaryngology",3
"BAMS",3
"Diploma in Dermatology",1
"BAMS",3
"BDS, MDS-Oral Pathology and Oral Microbiology",4
"MBBS, Post Graduate Diploma in Diabetology (PGDD)",4
"BAMS",3
"MBBS, DDVL",3
"BAMS",3
"BDS",3
"BDS, MDS - Oral Medicine and Radiology",4
"BAMS",3
"MBBS, Diploma in Otorhinolaryngology (DLO), DNB, Fellowship in Head & Neck Oncology Surgery",3
"BDS",3
"BAMS, MD - Ayurveda Medicine",4
"MBBS, MD - Medicine",4
"BHMS",3
"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",4
"BDS, MDS - Paedodontics And Preventive Dentistry",4
"MBBS, MS - Otorhinolaryngology",4
"MBBS, MD - General Medicine",4
"BAMS, MBA - Hospital Management",4
"BDS, MDS - Periodontology and Oral Implantology",4
"BDS",3
"MBBS, MD - General Medicine",4
"BDS",3
"BDS, Certificate in Dental Implants, Certificate Endodontics & Pedodontics, Fellowship and Diplomate in Implantology from ICOI (USA)",3
"BDS",3
"BAMS, MS - Ayurveda",4
"BDS",3
"MBBS, Diploma in Otorhinolaryngology (DLO), MS - ENT",4
"BAMS, MSc - Psychology",4
"BAMS",3
"MDS - Prosthodontics",4
"G.A.M.S",0
"MBBS, DNB - Otorhinolaryngology",3
"BDS, MDS - Prosthodontics",4
"MD - Physician, DNB - General Medicine",4
"BDS",3
"BHMS",3
"MBBS, DNB - ENT",3
"BDS",3
"BAMS",3
"BHMS, CGO",3
"BHMS",3
"BAMS",3
"BDS, MDS - Prosthodontics",4
"MBBS, MS - Ophthalmology",4
"BHMS",3
"BDS",3
"MBBS, MD - Dermatology, Post Graduate Diploma in Clinical Research (PGDCR), DDV",4
"MBBS",3
"MBBS, MD - Medicine",4
"BAMS",3
"BDS, Fellowship in Implantology, Fellowship in Implant and Esthetic Dentistry, AOC in Aesthetic Dentistry, PGDE (Cosmetic & Esthetic Dentist)",4
