"Qualification","Experience","Place","Profile","Fees","Qual","nyear","nplace","nprof","city","targetdata_Ayurveda","targetdata_Dentist","targetdata_Dermatologists","targetdata_ENT Specialist","targetdata_General Medicine","targetdata_Homeopath","targetdata_ Bangalore","targetdata_ Chennai","targetdata_ Coimbatore","targetdata_ Delhi","targetdata_ Ernakulam","targetdata_ Hyderabad","targetdata_ Mumbai","targetdata_ Sector 5","targetdata_ Thiruvananthapuram","targetdata_unknown"
"BDS","18 years experience","Yeshwanthpur, Bangalore","Dentist",400,1,18,1,2," Bangalore",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"BHMS, MD - Homeopathy, PhD - Homoeopathy","17 years experience","Ayanavaram, Chennai","Homeopath",100,3,17,2,6," Chennai",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"BDS, Certificate in Dental Implants, MDS - Orthodontics and Dentofacial Orthopaedics","9 years experience","Vyttila, Ernakulam","Dentist",300,3,9,5,2," Ernakulam",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"BAMS","5 years experience","Basaveshwaranagar, Bangalore","Ayurveda",200,1,5,1,1," Bangalore",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"BHMS","20 years experience","Malad West, Mumbai","Homeopath",100,1,20,7,6," Mumbai",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"BAMS","9 years experience","Vikas Puri, Delhi","Ayurveda",300,1,9,4,1," Delhi",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"DHMS (Diploma in Homeopathic Medicine and Surgery)","35 years experience","T Nagar, Chennai","Homeopath",500,1,35,2,6," Chennai",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"MBBS, MS - ENT","17 years experience","HSR Layout, Bangalore","ENT Specialist",500,2,17,1,4," Bangalore",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"BDS, MDS - Periodontology and Oral Implantology","6 years experience","Kondapur, Hyderabad","Dentist",200,2,6,6,2," Hyderabad",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"BDS","10 years experience","Andheri East, Mumbai","Dentist",300,1,10,7,2," Mumbai",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"MBBS, MS - ENT","5 years experience","Sulur, Coimbatore","ENT Specialist",100,2,5,3,4," Coimbatore",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"MBBS","36 years experience","Adyar, Chennai","General Medicine",600,1,36,2,5," Chennai",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"BDS, MDS - Periodontics","19 years experience","Indiranagar, Bangalore","Dentist",100,2,19,1,2," Bangalore",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"BAMS","11 years experience","Krishna Nagar, Delhi","Ayurveda",300,1,11,4,1," Delhi",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"BDS","12 years experience","Langer House, Hyderabad","Dentist",150,1,12,6,2," Hyderabad",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"MBBS, MD - Dermatology","17 years experience","Thiruvanmiyur, Chennai","Dermatologists",400,2,17,2,3," Chennai",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"MBBS, MD - Dermatology","18 years experience","Malleswaram, Bangalore","Dermatologists",500,2,18,1,3," Bangalore",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"MDS - Oral & Maxillofacial Surgery, BDS","7 years experience","Dwarka, Delhi","Dentist",300,2,7,4,2," Delhi",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"BDS","14 years experience","Powai, Mumbai","Dentist",200,1,14,7,2," Mumbai",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"BAMS","0 years experience","Bhandup West, Mumbai","Ayurveda",100,1,0,7,1," Mumbai",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"MBBS, DNB - Family Medicine","12 years experience","Janak Puri, Delhi","General Medicine",400,2,12,4,5," Delhi",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"MBBS, MD - General Medicine","28 years experience","Rajajinagar, Bangalore","General Medicine",200,2,28,1,5," Bangalore",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"BHMS","9 years experience","South Extension 1, Delhi","Homeopath",200,1,9,4,6," Delhi",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"BAMS","18 years experience","Borivali West, Mumbai","Ayurveda",300,1,18,7,1," Mumbai",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"MS - ENT, DNB - ENT, Diploma in Otorhinolaryngology (DLO)","28 years experience","Kemps Corner, Mumbai","ENT Specialist",100,3,28,7,4," Mumbai",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"PhD - Orthodontics & Dentofacial Orthopaedics, BDS","16 years experience","Peelamedu, Coimbatore","Dentist",200,2,16,3,2," Coimbatore",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"BHMS, MD - Homeopathy, MS - Psychology","7 years experience","Kandivali West, Mumbai","Homeopath",500,3,7,7,6," Mumbai",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"BDS, MS - Pediatric","11 years experience","Thevara, Ernakulam","Dentist",100,2,11,5,2," Ernakulam",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"MBBS, MD - General Medicine, Member of the Royal Society for the Promotion of Health (UK) (MRSH), Post Graduate Diploma in Endocrinology","27 years experience","Wilson Garden, Bangalore","General Medicine",300,4,27,1,5," Bangalore",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"MBBS, DDV","18 years experience","RT Nagar, Bangalore","Dermatologists",400,2,18,1,3," Bangalore",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"BAMS, MD - Ayurveda Medicine","32 years experience","Wadala, Mumbai","Ayurveda",300,2,32,7,1," Mumbai",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"MBBS","32 years experience","Pahar Ganj, Delhi","General Medicine",500,1,32,4,5," Delhi",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"BAMS, MD - Ayurveda Medicine","12 years experience","Chanchalguda, Hyderabad","Ayurveda",150,2,12,6,1," Hyderabad",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"BHMS","15 years experience","Chikkadpally, Hyderabad","Homeopath",600,1,15,6,6," Hyderabad",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"MBBS","58 years experience","Old Rajendra Nagar, Delhi","General Medicine",100,1,58,4,5," Delhi",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"MD - Internal Medicine, Post Graduate Diploma in Diabetology (PGDD), MBBS","17 years experience","Andheri East, Mumbai","General Medicine",100,3,17,7,5," Mumbai",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"MDS - Oral & Maxillofacial Surgery","13 years experience","Pasur-avanashi, Coimbatore","Dentist",100,1,13,3,2," Coimbatore",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"BDS, MDS - Prosthodontics","5 years experience","Kandivali West, Mumbai","Dentist",100,2,5,7,2," Mumbai",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"MBBS, DDV","20 years experience","Nagarbhavi, Bangalore","Dermatologists",300,2,20,1,3," Bangalore",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"MS - ENT, MBBS","31 years experience","Old Rajendra Nagar, Delhi","ENT Specialist",800,2,31,4,4," Delhi",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"MBBS, MD - Dermatology , Venereology & Leprosy","10 years experience","Lajpat Nagar, Delhi","Dermatologists",500,3,10,4,3," Delhi",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"MBBS","42 years experience","Mayur Vihar Ph-I, Delhi","General Medicine",250,1,42,4,5," Delhi",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"BDS, MDS","13 years experience","Manikonda, Hyderabad","Dentist",200,2,13,6,2," Hyderabad",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"DHMS (Diploma in Homeopathic Medicine and Surgery), M.Sc.- Clinical Nutrition and Dietetics, MSc - Psychotherapy And Counselling","27 years experience","Indiranagar, Bangalore","Homeopath",500,3,27,1,6," Bangalore",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"MBBS, MD - Dermatology , Venereology & Leprosy","4 years experience","Kondapur, Hyderabad","Dermatologists",500,3,4,6,3," Hyderabad",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"MD - Ayurveda Medicine","16 years experience","Dilshad Garden, Delhi","Ayurveda",300,1,16,4,1," Delhi",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"MBBS, MS - ENT, MRCS (UK)","18 years experience","Janak Puri, Delhi","ENT Specialist",600,3,18,4,4," Delhi",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"MBBS, DDVL","15 years experience","Porur, Chennai","Dermatologists",450,2,15,2,3," Chennai",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"BDS","5 years experience","Pallikaranai, Chennai","Dentist",300,1,5,2,2," Chennai",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"BHMS","11 years experience","Whitefield, Bangalore","Homeopath",400,1,11,1,6," Bangalore",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"BAMS","26 years experience","Vijayanagar, Bangalore","Ayurveda",100,1,26,1,1," Bangalore",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"BAMS, MS (Shalyatantra), MSc - Yoga","14 years experience","Arekere, Bangalore","Ayurveda",250,3,14,1,1," Bangalore",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"BAMS","6 years experience","Whitefield, Bangalore","Ayurveda",250,1,6,1,1," Bangalore",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"MBBS, MS - ENT, DLO","27 years experience","Alwarpet, Chennai","ENT Specialist",700,3,27,2,4," Chennai",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"BAMS","8 years experience","Pappanamcode, Thiruvananthapuram","Ayurveda",150,1,8,8,1," Thiruvananthapuram",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MBBS, MS - ENT, DNB - ENT","9 years experience","Aluva, Ernakulam","ENT Specialist",300,3,9,5,4," Ernakulam",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"BDS, Post Graduate Diploma in Advanced Implantology","15 years experience","Nariman Point, Mumbai","Dentist",500,2,15,7,2," Mumbai",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"BDS","7 years experience","Kilkattalai, Chennai","Dentist",80,1,7,2,2," Chennai",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"MBBS, MD - Dermatology","14 years experience","Dilsukhnagar, Hyderabad","Dermatologists",300,2,14,6,3," Hyderabad",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"MBBS","45 years experience","Kurla West, Mumbai","General Medicine",50,1,45,7,5," Mumbai",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"MBBS, MD - Alternate Medicine, Post Graduate Diploma in Counselling & Psychotherapy, MS - Counselling & Psychotherapy, PhD - Alternative Medicine","21 years experience","Begumpet, Hyderabad","General Medicine",100,5,21,6,5," Hyderabad",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"BDS","14 years experience","Kaloor, Ernakulam","Dentist",100,1,14,5,2," Ernakulam",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"BDS, Fellowship in Oral implantlogy","6 years experience","Ramnagar, Coimbatore","Dentist",200,2,6,3,2," Coimbatore",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"MBBS, MD - Dermatology","8 years experience","Indiranagar, Bangalore","Dermatologists",500,2,8,1,3," Bangalore",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"MBBS, MS - ENT","27 years experience","Saket, Delhi","ENT Specialist",100,2,27,4,4," Delhi",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"BAMS","44 years experience","Malad West, Mumbai","Ayurveda",50,1,44,7,1," Mumbai",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"BHMS","11 years experience","Hitech City, Hyderabad","Homeopath",450,1,11,6,6," Hyderabad",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"MBBS, DDVL","11 years experience","Dilsukhnagar, Hyderabad","Dermatologists",300,2,11,6,3," Hyderabad",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"BHMS","28 years experience","Goregaon East, Mumbai","Homeopath",250,1,28,7,6," Mumbai",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"MD - General Medicine, MBBS","30 years experience","Velandipalayam, Coimbatore","General Medicine",100,2,30,3,5," Coimbatore",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"BHMS, Diploma in Personal Counselling Skills (DPCS)","16 years experience","Ghatkopar East, Mumbai","Homeopath",100,2,16,7,6," Mumbai",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"BDS","11 years experience","Mulund West, Mumbai","Dentist",200,1,11,7,2," Mumbai",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"MBBS, MS - ENT","17 years experience","Yousufguda, Hyderabad","ENT Specialist",300,2,17,6,4," Hyderabad",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"MBBS, MD - Dermatology, DNB - Dermatology, Venereology & Leprosy","15 years experience","Andheri West, Mumbai","Dermatologists",800,4,15,7,3," Mumbai",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"BDS","8 years experience","Jayanagar, Bangalore","Dentist",100,1,8,1,2," Bangalore",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"GCEH","33 years experience","Ghatkopar West, Mumbai","Homeopath",100,1,33,7,6," Mumbai",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"MBBS","30 years experience","Wadala, Mumbai","General Medicine",400,1,30,7,5," Mumbai",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"BHMS","3 years experience","Janak Puri, Delhi","Homeopath",700,1,3,4,6," Delhi",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"BDS","4 years experience","TVM Beach, Thiruvananthapuram","Dentist",100,1,4,8,2," Thiruvananthapuram",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MBBS, MS - General Surgery, DNB","27 years experience","Vanagaram, Chennai","General Medicine",100,3,27,2,5," Chennai",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"BHMS, Certification in Personal Counsling","16 years experience","Worli, Mumbai","Homeopath",600,2,16,7,6," Mumbai",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"BDS","21 years experience","Koramangala 1 Block, Bangalore","Dentist",200,1,21,1,2," Bangalore",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"DHMS (Diploma in Homeopathic Medicine and Surgery)","37 years experience","Kodambakkam, Chennai","Homeopath",200,1,37,2,6," Chennai",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"BHMS","19 years experience","Mayur Vihar Ph-I, Delhi","Homeopath",100,1,19,4,6," Delhi",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"BAMS","15 years experience","Saki Vihar Road, Mumbai","Ayurveda",200,1,15,7,1," Mumbai",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"MS - Otorhinolaryngology","6 years experience","Versova, Mumbai","ENT Specialist",500,1,6,7,4," Mumbai",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"BDS, MDS - Conservative Dentistry & Endodontics","25 years experience","CV Raman Nagar, Bangalore","Dentist",200,2,25,1,2," Bangalore",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Post Graduate Diploma in Healthcare Management(PGDHM), MBBS, MD - Internal Medicine","40 years experience","Secunderabad, Hyderabad","General Medicine",500,3,40,6,5," Hyderabad",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"MBBS, MS - ENT","25 years experience","Shalimar Bagh, Delhi","ENT Specialist",800,2,25,4,4," Delhi",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"MBBS, MD - Dermatology , Venereology & Leprosy, Fellowship in Lasers & Cosmetology","9 years experience","BTM Layout 1st Stage, Bangalore","Dermatologists",400,4,9,1,3," Bangalore",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"MBBS, Fellowship In Anti-Aging And Aesthetic Medicine, Diploma in Practical Dermatology, Fellow Hair Transplant Surgery, Fellowship in Lasers & Advanced Dermatology","16 years experience","Jubilee Hills, Hyderabad","Dermatologists",500,5,16,6,3," Hyderabad",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"BDS","46 years experience","Ramkoti, Hyderabad","Dentist",200,1,46,6,2," Hyderabad",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"MBBS, MD - Internal Medicine","35 years experience","Saket, Delhi","General Medicine",600,2,35,4,5," Delhi",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"BDS, MDS - Paedodontics And Preventive Dentistry","9 years experience","Borivali West, Mumbai","Dentist",500,2,9,7,2," Mumbai",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"DNB - Paediatrics, MRCPCH (UK), MBBS","30 years experience","MRC Nagar, Chennai","General Medicine",500,3,30,2,5," Chennai",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"MBBS, Diploma in Otorhinolaryngology (DLO)","41 years experience","Malkajgiri, Hyderabad","General Medicine",100,2,41,6,5," Hyderabad",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"BDS, MDS - Oral Medicine and Radiology","15 years experience","Yelahanka New Town, Bangalore","Dentist",200,2,15,1,2," Bangalore",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"MD - Homeopathy, Diploma in Obesity managemnt, BHMS","11 years experience","Malad West, Mumbai","Homeopath",100,3,11,7,6," Mumbai",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"MBBS, MS - ENT","9 years experience","Gachibowli, Hyderabad","ENT Specialist",500,2,9,6,4," Hyderabad",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"BAMS, Certificate Course In Therapeutic Yoga","10 years experience","Mogappair West, Chennai","Ayurveda",250,2,10,2,1," Chennai",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"BHMS","18 years experience","Mayur Vihar Ph-III, Delhi","Homeopath",200,1,18,4,6," Delhi",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"BHMS","8 years experience","Kurla East, Mumbai","Homeopath",60,1,8,7,6," Mumbai",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"MBBS, MS - ENT","38 years experience","Ashok Vihar, Delhi","ENT Specialist",500,2,38,4,4," Delhi",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"MBBS, MD - General Medicine, DNB - Nephrology","33 years experience","Mahim, Mumbai","General Medicine",100,3,33,7,5," Mumbai",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"MBBS, FRGUHS, MD - Dermatology , Venereology & Leprosy","9 years experience","Whitefield, Bangalore","Dermatologists",600,4,9,1,3," Bangalore",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"MBBS, MD - General Medicine, DM - Neurology","27 years experience","Villivakkam, Chennai","General Medicine",200,3,27,2,5," Chennai",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Certification in Aesthetic Dentistry, Certificate in Cosmetic Dentistry, BDS","9 years experience","Srinagar Colony, Hyderabad","Dentist",300,3,9,6,2," Hyderabad",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"BHMS","7 years experience","Ghatkopar East, Mumbai","Homeopath",350,1,7,7,6," Mumbai",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"MBBS, MS - ENT, DNB - ENT","32 years experience","Mahim, Mumbai","ENT Specialist",100,3,32,7,4," Mumbai",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"MBBS, MD - General Medicine, MRCP","21 years experience","Yeshwanthpur, Bangalore","General Medicine",400,3,21,1,5," Bangalore",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"BHMS","28 years experience","Pitampura, Delhi","Homeopath",300,1,28,4,6," Delhi",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"MBBS, MS - ENT","50 years experience","Chetpet, Chennai","ENT Specialist",300,2,50,2,4," Chennai",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"MS - ENT, MBBS","44 years experience","Kadavanthra, Ernakulam","General Medicine",400,2,44,5,5," Ernakulam",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fellowship In Laryngology Bronchoesophagology, MBBS, DNB - ENT","5 years experience","Bhandup West, Mumbai","ENT Specialist",600,3,5,7,4," Mumbai",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"FAGE, MBBS","4 years experience","Gujranwala Town, Delhi","General Medicine",300,2,4,4,5," Delhi",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"MS - ENT, MBBS, MS - Otorhinolaryngology","5 years experience","Chromepet, Chennai","ENT Specialist",300,3,5,2,4," Chennai",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"MBBS, MD - Dermatology","21 years experience","Banjara Hills, Hyderabad","Dermatologists",500,2,21,6,3," Hyderabad",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"BDS, MDS - Pedodontics","9 years experience","Coimbatore Racecourse, Coimbatore","Dentist",200,2,9,3,2," Coimbatore",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"MBBS, Diploma in Medical Radio-Diagnosis","29 years experience","Basheerbagh, Hyderabad","General Medicine",500,2,29,6,5," Hyderabad",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"MD - Dermatology , Venereology & Leprosy, MBBS","10 years experience","Pammal, Chennai","Dermatologists",200,3,10,2,3," Chennai",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"BDS, MDS - Pedodontics","14 years experience","Anna Nagar East, Chennai","Dentist",200,2,14,2,2," Chennai",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"BHMS","6 years experience","Malleswaram, Bangalore","Homeopath",300,1,6,1,6," Bangalore",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"MDS - Oral & Maxillofacial Surgery, BDS","18 years experience","Banashankari, Bangalore","Dentist",550,2,18,1,2," Bangalore",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"MBBS, MS - ENT","17 years experience","Banjara Hills, Hyderabad","ENT Specialist",550,2,17,6,4," Hyderabad",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"BHMS, MD - Homeopathy","18 years experience","Malad West, Mumbai","Homeopath",500,2,18,7,6," Mumbai",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"BDS, Certification in Full Mouth Rehabilitation","15 years experience","Velachery, Chennai","Dentist",200,2,15,2,2," Chennai",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"MD - Dermatology , Venereology & Leprosy, MBBS","6 years experience","Chanakyapuri, Delhi","Dermatologists",900,3,6,4,3," Delhi",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"MBBS, DDV, DNB","22 years experience","Kalyan Nagar, Bangalore","Dermatologists",500,3,22,1,3," Bangalore",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"BHMS, Diploma in Acupuncture, MD - Homeopathy, Diploma in Naturopathy & Yogic Science (DNYS)","12 years experience","Oshiwara, Mumbai","Homeopath",100,4,12,7,6," Mumbai",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"MBBS, MD - Dermatology","7 years experience","Karapakkam, Chennai","Dermatologists",700,2,7,2,3," Chennai",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"DHMS (Diploma in Homeopathic Medicine and Surgery)","27 years experience","Borivali, Mumbai","Homeopath",150,1,27,7,6," Mumbai",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"BDS, MFDS RCS","19 years experience","Alwarpet, Chennai","Dentist",200,2,19,2,2," Chennai",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"MBBS, MS - ENT","24 years experience","Powai, Mumbai","ENT Specialist",700,2,24,7,4," Mumbai",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"MBBS, MS - ENT","10 years experience","Attapur, Hyderabad","ENT Specialist",300,2,10,6,4," Hyderabad",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"MBBS","46 years experience","Mylapore, Chennai","General Medicine",150,1,46,2,5," Chennai",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"MBBS, DNB - Internal Medicine","17 years experience","Basaveshwaranagar, Bangalore","General Medicine",150,2,17,1,5," Bangalore",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"MS - General Surgery, Fellowship in Minimal Access Surgery, MBBS","45 years experience","Electronics City, Bangalore","General Medicine",400,3,45,1,5," Bangalore",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"BHMS","3 years experience","Malleswaram, Bangalore","Homeopath",300,1,3,1,6," Bangalore",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"BAMS","30 years experience","Perungudi, Chennai","Ayurveda",150,1,30,2,1," Chennai",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"MBBS, DGO, Diploma in Dermatology","28 years experience","Madhapur, Hyderabad","Dermatologists",500,3,28,6,3," Hyderabad",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"MBBS","35 years experience","Basavanagudi, Bangalore","General Medicine",100,1,35,1,5," Bangalore",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"BDS","8 years experience","Thoraipakkam, Chennai","Dentist",200,1,8,2,2," Chennai",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"BDS, MDS - Oral & Maxillofacial Surgery, Diplomate in Oral Implantology, Masters in Oral Implantology, Implant Externship Program, Fellowship in Implantology, Fellowship in Aesthetic Medicine","19 years experience","MG Road, Bangalore","Dentist",500,7,19,1,2," Bangalore",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"MBBS, Diploma in Otorhinolaryngology (DLO)","18 years experience","Thiruvottiyur, Chennai","ENT Specialist",200,2,18,2,4," Chennai",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"MBBS, MD - Internal Medicine, FRCP","29 years experience","Adyar, Chennai","General Medicine",950,3,29,2,5," Chennai",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"MD - Ayurveda Medicine, BAMS","5 years experience","Mulund West, Mumbai","Ayurveda",500,2,5,7,1," Mumbai",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Fellowship in Aesthetic Medicine, MD - Dermatology","19 years experience","Greater Kailash Part 2, Delhi","Dermatologists",750,2,19,4,3," Delhi",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"BDS, MDS - Paedodontics And Preventive Dentistry","15 years experience","T Nagar, Chennai","Dentist",200,2,15,2,2," Chennai",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"BDS, MDS - Periodontics","9 years experience","Kandivali West, Mumbai","Dentist",100,2,9,7,2," Mumbai",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
